,Unnamed: 0,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
634,634,9.18333,38.75,328079,populated place,PPL,"Beles-Bahir Dar, the Bahir Dar-Debre Markos, and the Debre Markos-Addis Ababa electric power line"
635,635,9.06667,38.66667,337079,populated place,PPL,"Beles-Bahir Dar, the Bahir Dar-Debre Markos, and the Debre Markos-Addis Ababa electric power line"
636,636,10.35,37.73333,339708,populated place,PPL,"Beles-Bahir Dar, the Bahir Dar-Debre Markos, and the Debre Markos-Addis Ababa electric power line"
637,637,9.02497,38.74689,344979,capital of a political entity,PPLC,"Beles-Bahir Dar, the Bahir Dar-Debre Markos, and the Debre Markos-Addis Ababa electric power line"
638,638,11.59364,37.39077,342884,seat of a first-order administrative division,PPLA,"Beles-Bahir Dar, the Bahir Dar-Debre Markos, and the Debre Markos-Addis Ababa electric power line"
639,639,12.0,37.33333,327932,lake,LK,"Beles-Bahir Dar, the Bahir Dar-Debre Markos, and the Debre Markos-Addis Ababa electric power line"
640,640,12.65,-8.0,2460596,capital of a political entity,PPLC,Bamako
655,655,-29.31667,27.48333,932505,capital of a political entity,PPLC,"Maseru, Lesotho"
656,656,-29.31667,27.48333,932505,capital of a political entity,PPLC,"Maseru, Lesotho "
658,658,-20.3,57.48333,934166,first-order administrative division,ADM1,"Plaines Wilhelms, Port Louis"
678,678,-17.83333,23.75,1090052,first-order administrative division,ADM1,Omusati; Caprivi
679,679,-18.33333,14.83333,3371206,first-order administrative division,ADM1,Omusati; Caprivi
689,689,-22.55941,17.08323,3352136,capital of a political entity,PPLC,Auasblick
690,690,-22.59117,17.10093,8504739,building(s),BLDG,Auasblick
692,692,-4.02,39.66667,186298,first-order administrative division,ADM1,"Nairobi, Kenya"
693,693,-0.069,34.64,191242,first-order administrative division,ADM1,"Nairobi, Kenya"
694,694,-1.03326,37.06933,179330,populated place,PPL,"Nairobi, Kenya"
695,695,-1.20549,36.91389,8299779,populated place,PPL,"Nairobi, Kenya"
696,696,-1.28333,36.81667,184745,capital of a political entity,PPLC,"Nairobi, Kenya"
697,697,-4.05466,39.66359,186301,seat of a first-order administrative division,PPLA,"Nairobi, Kenya"
698,698,-0.10221,34.76171,191245,seat of a first-order administrative division,PPLA,"Nairobi, Kenya"
699,699,-1.08333,37.08333,179328,second-order administrative division,ADM2,"Nairobi, Kenya"
700,700,-1.29,36.82,7667649,second-order administrative division,ADM2,"Nairobi, Kenya"
701,701,-1.3303,36.92505,6297307,airport,AIRP,"Nairobi, Kenya"
703,703,-20.24494,57.49163,1106748,populated place,PPL,EbÍÎne
710,710,-20.16667,57.525,934153,first-order administrative division,ADM1,"Port Louis, Grand Bay"
711,711,-20.01816,57.58015,934482,populated place,PPL,"Port Louis, Grand Bay"
712,712,-20.16194,57.49889,934154,capital of a political entity,PPLC,"Port Louis, Grand Bay"
713,713,-20.025,57.575,934484,area,AREA,"Port Louis, Grand Bay"
718,718,-26.029,32.389,7873983,second-order administrative division,ADM2,"Umbeluzi, Boane, Maputo District"
722,722,-25.86833,32.56944,1106296,section of populated place,PPLX,Zimpeto
723,723,-23.5,33.0,1046058,first-order administrative division,ADM1,Gaza Province
724,724,-26.029,32.389,7873983,second-order administrative division,ADM2,"Umbeluzi, Boane"
726,726,-25.96553,32.58322,1040652,capital of a political entity,PPLC,Maputo
727,727,-25.96553,32.58322,1040652,capital of a political entity,PPLC,Maputo
733,733,-25.96553,32.58322,1040652,capital of a political entity,PPLC,Maputo
735,735,-26.00295,32.55738,1050841,populated place,PPL,"between Maputo and Ponta d_„ŽOuro, on the border with South Africa"
736,736,-25.96553,32.58322,1040652,capital of a political entity,PPLC,"between Maputo and Ponta d_„ŽOuro, on the border with South Africa"
748,748,-1.22801,36.8903,8477770,athletic field,ATHF,"Kasarani, Nairobi"
749,749,-1.28253,36.8902,8477681,section of populated place,PPLX,(Kayole/East District) Nasra Gardens near Umoja in Embakasi constituency
751,751,-4.08394,39.66161,189400,populated place,PPL,"Likoni ferry crossing channel, Kenya"
752,752,-4.05466,39.66359,186301,seat of a first-order administrative division,PPLA,"Likoni ferry crossing channel, Kenya"
756,756,0.98333,38.53333,196228,first-order administrative division,ADM1,"Lamu, Coast to Isiolo, Kenya"
757,757,-2.28,40.9,7667643,first-order administrative division,ADM1,"Lamu, Coast to Isiolo, Kenya"
758,758,-2.27169,40.90201,189741,seat of a first-order administrative division,PPLA,"Lamu, Coast to Isiolo, Kenya"
759,759,0.35462,37.58218,196231,seat of a first-order administrative division,PPLA,"Lamu, Coast to Isiolo, Kenya"
760,760,-3.0,39.5,199247,historical first-order administrative division,ADM1H,"Lamu, Coast to Isiolo, Kenya"
761,761,0.0,38.0,400741,historical first-order administrative division,ADM1H,"Lamu, Coast to Isiolo, Kenya"
763,763,-1.18333,36.91667,195472,populated place,PPL,"Kahawa campus, Nairobi"
767,767,-17.5,14.98333,3371197,seat of a first-order administrative division,PPLA,Outapi
771,771,-22.55941,17.08323,3352136,capital of a political entity,PPLC,Unam
772,772,-22.6,17.06417,3353624,section of populated place,PPLX,Unam
779,779,-22.68333,14.53333,3352844,seat of a first-order administrative division,PPLA,Swakopmund
780,780,-22.68333,14.53333,3352844,seat of a first-order administrative division,PPLA,Swakopmund
782,782,9.02497,38.74689,344979,capital of a political entity,PPLC,Addis Ababa
784,784,-5.91667,35.91667,160192,first-order administrative division,ADM1,Dodoma
785,785,-5.76667,35.1,155079,populated place,PPL,Dodoma
786,786,-6.63784,38.35396,160660,populated place,PPL,Dodoma
787,787,-6.17221,35.73947,160196,capital of a political entity,PPLC,Dodoma
797,797,8.55,39.26667,330186,populated place,PPL,Adama and Mesobo Harena
798,798,9.02497,38.74689,344979,capital of a political entity,PPLC,Adama and Mesobo Harena
799,799,13.49667,39.47528,331180,seat of a first-order administrative division,PPLA,Adama and Mesobo Harena
813,813,7.83219,38.26872,7670728,second-order administrative division,ADM2,Mek'ele
814,814,8.89643,38.78908,8051202,populated place,PPL,Addis Ababa
815,815,9.02497,38.74689,344979,capital of a political entity,PPLC,Addis Ababa
820,820,9.02497,38.74689,344979,capital of a political entity,PPLC,Addis Ababa
821,821,9.02497,38.74689,344979,capital of a political entity,PPLC,Tinbite-Ermias Primary School in Addis Ababa
824,824,8.0,39.0,444185,first-order administrative division,ADM1,Double track Sebeta to Adama and single track to Mieso
825,825,8.91667,38.61667,329114,populated place,PPL,Double track Sebeta to Adama and single track to Mieso
826,826,8.55,39.26667,330186,populated place,PPL,Double track Sebeta to Adama and single track to Mieso
827,827,9.23478,40.75593,330691,populated place,PPL,Double track Sebeta to Adama and single track to Mieso
828,828,10.70587,39.55201,345502,populated place,PPL,Double track Sebeta to Adama and single track to Mieso
829,829,8.60917,38.23534,7670717,second-order administrative division,ADM2,Double track Sebeta to Adama and single track to Mieso
830,830,8.21353,38.84809,7670720,second-order administrative division,ADM2,Double track Sebeta to Adama and single track to Mieso
831,831,5.77416,0.63377,2306019,populated place,PPL,"Dansoman, Ghana"
832,832,5.851,0.493,7647529,second-order administrative division,ADM2,"Dansoman, Ghana"
833,833,7.0,44.0,444186,first-order administrative division,ADM1,Addis Ababa
834,834,9.567,42.014,444182,first-order administrative division,ADM1,Addis Ababa
835,835,8.0,39.0,444185,first-order administrative division,ADM1,Addis Ababa
836,836,9.23478,40.75593,330691,populated place,PPL,Addis Ababa
837,837,11.03472,42.63139,339191,populated place,PPL,Addis Ababa
838,838,9.59306,41.86611,338832,seat of a first-order administrative division,PPLA,Addis Ababa
839,839,9.567,42.014,338829,second-order administrative division,ADM2,Addis Ababa
840,840,8.67245,40.84885,7732969,second-order administrative division,ADM2,Addis Ababa
841,841,10.17097,41.83748,7732971,second-order administrative division,ADM2,Addis Ababa
844,844,11.5,38.5,444180,first-order administrative division,ADM1,"Amhara State, State, Tigray Oromo State, "
845,845,8.0,39.0,444185,first-order administrative division,ADM1,"Amhara State, State, Tigray Oromo State, "
846,846,6.05862,36.7273,444188,first-order administrative division,ADM1,"Amhara State, State, Tigray Oromo State, "
847,847,14.16667,38.83333,444187,first-order administrative division,ADM1,"Amhara State, State, Tigray Oromo State, "
848,848,9.59306,41.86611,338832,seat of a first-order administrative division,PPLA,"Amhara State, State, Tigray Oromo State, "
849,849,-6.16667,39.33333,148729,region,RGN,Zanzibar
852,852,5.55602,-0.1969,2306104,capital of a political entity,PPLC,"Burma Camp, Accra, Ghana"
853,853,5.55602,-0.1969,2306104,capital of a political entity,PPLC,Accra
856,856,12.65,-8.0,2460596,capital of a political entity,PPLC,Bamako
857,857,14.0432,-6.1067,2450972,populated place,PPL,Sukara region
865,865,5.0,7.83333,2350813,first-order administrative division,ADM1,Akwa Ibom
866,866,4.63086,8.07058,7701381,second-order administrative division,ADM2,Akwa Ibom
868,868,13.6,-5.9,2451477,first-order administrative division,ADM1,from the capital Bamako to the central town of Segou
869,869,13.8,-7.5,2454532,first-order administrative division,ADM1,from the capital Bamako to the central town of Segou
870,870,12.65,-8.0,2460596,capital of a political entity,PPLC,from the capital Bamako to the central town of Segou
871,871,13.4317,-6.2157,2451478,seat of a first-order administrative division,PPLA,from the capital Bamako to the central town of Segou
872,872,12.5629,-8.19929,7701199,second-order administrative division,ADM2,from the capital Bamako to the central town of Segou
873,873,13.65956,-6.15029,7701202,second-order administrative division,ADM2,from the capital Bamako to the central town of Segou
874,874,12.65,-8.0,2460596,capital of a political entity,PPLC,Bamako
875,875,6.06846,-8.13559,2272491,seat of a first-order administrative division,PPLA,"Monrovia, Zwedru"
878,878,6.13748,1.21227,2365267,capital of a political entity,PPLC,"Lome, Kara"
879,879,9.55111,1.18611,2366152,seat of a first-order administrative division,PPLA,"Lome, Kara"
880,880,8.66667,1.0,2367237,first-order administrative division,ADM1,Central and Kara regions
881,881,9.66667,0.91667,2597439,first-order administrative division,ADM1,Central and Kara regions
882,882,11.5,24.66667,408660,first-order administrative division,ADM1,Darfur
883,883,13.41667,22.66667,408658,first-order administrative division,ADM1,Darfur
884,884,16.0,25.5,408666,first-order administrative division,ADM1,Darfur
890,890,0.39241,9.45356,2399697,capital of a political entity,PPLC,Libreville
891,891,6.27556,-10.71778,2274465,populated place,PPL,Monrovia
894,894,6.2918,-10.77677,2273901,section of populated place,PPLX,John F. Kennedy Medical Center in Sinkor
895,895,6.33184,-1.5145,2305433,populated place,PPL,"Ahinsan, Kumasi, Ghana"
896,896,6.53104,-10.35368,2276086,seat of a first-order administrative division,PPLA,"Kakata, Margibi County"
900,900,6.53104,-10.35368,2276086,seat of a first-order administrative division,PPLA,"Kakata, Margibi County"
901,901,14.6937,-17.44406,2253354,capital of a political entity,PPLC,Suburbs of Dakar
902,902,14.76515,-17.35198,7732979,second-order administrative division,ADM2,Suburbs of Dakar
903,903,6.30054,-10.7969,2274895,capital of a political entity,PPLC,Monrovia
904,904,6.81667,-8.78333,2274688,first-order administrative division,ADM1,Nimba and Bong Counties
905,905,6.96667,-9.63333,2278292,first-order administrative division,ADM1,Nimba and Bong Counties
907,907,6.30054,-10.7969,2274895,capital of a political entity,PPLC,Monrovia
908,908,6.2918,-10.77677,2273901,section of populated place,PPLX,Sinkor
911,911,6.98992,-9.58076,2273775,populated place,PPL,"Suacoco, Bong County"
912,912,6.9262,-9.62545,7669284,second-order administrative division,ADM2,"Suacoco, Bong County"
913,913,6.5,-10.56667,2274890,first-order administrative division,ADM1,Monrovia
914,914,6.30054,-10.7969,2274895,capital of a political entity,PPLC,Monrovia
915,915,6.30054,-10.7969,2274895,capital of a political entity,PPLC,University of Liberia
916,916,5.55602,-0.1969,2306104,capital of a political entity,PPLC,Accra
917,917,6.5,-10.56667,2274890,first-order administrative division,ADM1,"New Georgia suburb of Monrovia, the city of Paynesville and Suehn Mecca community in Bomi County"
918,918,6.73333,-10.81667,2278324,first-order administrative division,ADM1,"New Georgia suburb of Monrovia, the city of Paynesville and Suehn Mecca community in Bomi County"
919,919,6.27556,-10.71778,2274465,populated place,PPL,"New Georgia suburb of Monrovia, the city of Paynesville and Suehn Mecca community in Bomi County"
920,920,6.36667,-10.76667,2274750,populated place,PPL,"New Georgia suburb of Monrovia, the city of Paynesville and Suehn Mecca community in Bomi County"
928,928,6.49222,-8.86028,2273684,populated place,PPL,"Tappita, Nimba County"
936,936,5.55602,-0.1969,2306104,capital of a political entity,PPLC,"Faculty of Science of the University of Ghana, Accra"
937,937,5.66005,-0.1883,8456988,hospital,HSP,"Faculty of Science of the University of Ghana, Accra"
938,938,5.55602,-0.1969,2306104,capital of a political entity,PPLC,"University of Ghana and Kwame Nkrumah University of Science and Technology, Accra, Ghana"
939,939,6.68848,-1.62443,2298890,seat of a first-order administrative division,PPLA,"University of Ghana and Kwame Nkrumah University of Science and Technology, Accra, Ghana"
940,940,6.68333,-1.61667,7649000,second-order administrative division,ADM2,"University of Ghana and Kwame Nkrumah University of Science and Technology, Accra, Ghana"
941,941,5.66005,-0.1883,8456988,hospital,HSP,"University of Ghana and Kwame Nkrumah University of Science and Technology, Accra, Ghana"
953,953,6.26889,-10.73227,2277983,populated place,PPL,Congo Town
954,954,5.55602,-0.1969,2306104,capital of a political entity,PPLC,"Accra, Ghana"
955,955,5.586,-0.186,7648922,second-order administrative division,ADM2,"Accra, Ghana"
972,972,-6.82349,39.26951,160263,seat of a first-order administrative division,PPLA,Dar es Salaam
973,973,6.27556,-10.71778,2274465,populated place,PPL,"Paynesville, Monrovia"
977,977,6.30054,-10.7969,2274895,capital of a political entity,PPLC,Monrovia
979,979,6.2918,-10.77677,2273901,section of populated place,PPLX,John F. Kennedy Medical Center in Sinkor
983,983,34.07695,-4.48553,2546915,populated place,PPL,"Ifrane, Chefchaouen, Al-Hoceima"
984,984,33.33333,-5.25,2546906,second-order administrative division,ADM2,"Ifrane, Chefchaouen, Al-Hoceima"
985,985,35.0,-5.08333,2553533,second-order administrative division,ADM2,"Ifrane, Chefchaouen, Al-Hoceima"
986,986,35.0,-4.25,2558543,second-order administrative division,ADM2,"Ifrane, Chefchaouen, Al-Hoceima"
987,987,35.1674,-5.27151,6545557,third-order administrative division,ADM3,"Ifrane, Chefchaouen, Al-Hoceima"
988,988,8.83333,7.16667,2352776,first-order administrative division,ADM1,Lagos to Abuja
989,989,8.5,8.25,2595348,first-order administrative division,ADM1,Lagos to Abuja
990,990,11.41477,6.48305,2330853,populated place,PPL,Lagos to Abuja
991,991,9.005,7.67361,2590364,populated place,PPL,Lagos to Abuja
992,992,8.97314,7.38411,8468821,populated place,PPL,Lagos to Abuja
993,993,9.02991,7.60221,8468824,populated place,PPL,Lagos to Abuja
994,994,9.06667,7.48333,8468822,populated place,PPL,Lagos to Abuja
995,995,9.1413,7.35257,8468823,populated place,PPL,Lagos to Abuja
996,996,9.05785,7.49508,2352778,capital of a political entity,PPLC,Lagos to Abuja
997,997,8.99997,7.37831,8635054,second-order administrative division,ADM2,Lagos to Abuja
998,998,6.45407,3.39467,2332459,seat of a second-order administrative division,PPLA2,Lagos to Abuja
999,999,6.57737,3.32116,2332458,airport,AIRP,Lagos to Abuja
1000,1000,9.00657,7.26419,7649170,airport,AIRP,Lagos to Abuja
1001,1001,35.25165,-3.93723,2558545,seat of a first-order administrative division,PPLA,Al-Hoceima
1002,1002,35.0,-4.25,2558543,second-order administrative division,ADM2,Al-Hoceima
1003,1003,35.25165,-3.93723,2558545,seat of a first-order administrative division,PPLA,Al-Hoceima
1004,1004,-1.9947,30.1931,202723,populated place,PPL,"Masaka Sector, Kicukiro District, Rwanda"
